FieldID,Region,FieldArea_ha,Soil_pH,Temperature_C,Humidity_%,Rainfall_mm,PloughDepth_cm,PloughMethod,SoilAdjustment_kgLime,IrrigationAdvice,SeedAmount_kg,PlantSpacing_cm,Fertilizer_Basal_Urea_kg,Fertilizer_Basal_TSP_kg,Fertilizer_Basal_MOP_kg,WaterManagementAdvice_Stage4,TillerIncreaseTip,Fertilizer_2ndDose_Urea_kg,Fertilizer_2ndDose_TSP_kg,Fertilizer_2ndDose_MOP_kg,WaterControlAdvice_Stage5,WaterControlAdvice_Stage6,PesticideSuggestion,HumidityTarget_%,WaterLevelAdvice_Stage7,PredictedYield_kg_ha,HarvestingDate,FinalMoisture_%,PostHarvestAdvice
83,Wet Low,2.96,4.77,27.8,88.6,1753.6,13,Mouldboard,630,Maintain 5cm water,151.4,18,355.2,213.12,177.6,Maintain 3-5cm water,Increase spacing,142.08,85.25,71.04,Maintain 5cm water,Ensure moist soil,,85.3,Maintain 3-5cm,5247.7,2026-02-25,15.5,Thresh immediately
84,Dry Low,4.94,4.18,27.4,76.7,2290.3,16,Rotavator,556,Irrigate weekly,274.9,18,592.8,355.68,296.4,Alternate wetting,Thin seedlings,237.12,142.27,118.56,Flood for 1 week,Ensure moist soil,Fipronil,87.8,Maintain 3-5cm,4903.5,2026-02-19,15.2,Store under shade
85,Dry Low,1.97,5.73,30.2,82.4,1485.9,13,Chisel,437,Maintain 5cm water,117.9,18,236.4,118.2,118.2,Alternate wetting,Thin seedlings,94.56,47.28,47.28,Reduce water 2 days,Reduce water pre-flowering,Fipronil,87.1,Maintain 3-5cm,5173.2,2026-02-23,15.3,Thresh immediately
86,Wet Low,3.69,7.24,27.1,75.2,1027.8,17,Chisel,496,Irrigate weekly,201.9,18,442.8,254.61,221.4,Alternate wetting,Thin seedlings,177.12,101.84,88.56,Maintain 5cm water,Reduce water pre-flowering,Fipronil,84.5,Shallow water 3 days,4336.0,2026-02-24,13.0,Sun-dry 3 days
87,Intermediate Low,4.05,6.28,29.9,82.0,848.9,14,Chisel,688,Maintain 5cm water,209.9,18,486.0,243.0,243.0,Keep flooded,Apply split N,194.4,97.2,97.2,Flood for 1 week,Ensure moist soil,Fipronil,88.6,Shallow water 3 days,5473.7,2026-02-22,14.2,Store under shade
88,Dry Low,1.95,5.78,31.7,75.8,2083.7,14,Rotavator,653,Irrigate weekly,107.0,22,234.0,117.0,117.0,Keep flooded,Increase spacing,93.6,46.8,46.8,Reduce water 2 days,Ensure moist soil,,85.6,Alternate wetting,5725.6,2026-02-20,14.4,Store under shade
89,Wet Low,3.91,3.89,29.9,76.8,1854.5,14,Chisel,595,Start irrigation after 3 days,215.5,20,469.2,281.52,234.6,Alternate wetting,Increase spacing,187.68,112.61,93.84,Flood for 1 week,Maintain shallow flooding,,85.4,Alternate wetting,4433.5,2026-02-22,13.1,Sun-dry 3 days
90,Dry Low,2.47,5.96,28.9,76.8,1996.9,17,Mouldboard,485,Irrigate weekly,141.8,19,296.4,148.2,148.2,Alternate wetting,Thin seedlings,118.56,59.28,59.28,Reduce water 2 days,Maintain shallow flooding,,80.3,Shallow water 3 days,4191.4,2026-02-19,13.8,Sun-dry 3 days
91,Dry Low,3.53,7.46,30.2,84.7,1162.0,14,Mouldboard,721,Irrigate weekly,201.2,18,423.6,243.57,211.8,Alternate wetting,Apply split N,169.44,97.43,84.72,Flood for 1 week,Reduce water pre-flowering,Chlorpyrifos,89.9,Alternate wetting,4047.3,2026-02-25,15.3,Sun-dry 3 days
92,Dry Low,3.53,4.06,29.3,86.2,1031.8,15,Rotavator,409,Irrigate weekly,190.7,24,423.6,254.16,211.8,Keep flooded,Apply split N,169.44,101.66,84.72,Reduce water 2 days,Ensure moist soil,Fipronil,81.2,Shallow water 3 days,5283.9,2026-02-20,13.4,Store under shade
93,Dry Low,3.14,5.57,29.7,83.8,824.7,16,Mouldboard,404,Irrigate weekly,163.8,20,376.8,188.4,188.4,Keep flooded,Increase spacing,150.72,75.36,75.36,Maintain 5cm water,Reduce water pre-flowering,Fipronil,82.3,Maintain 3-5cm,5214.2,2026-02-20,14.6,Thresh immediately
94,Intermediate Low,1.36,7.01,31.7,89.4,1396.0,13,Mouldboard,522,Maintain 5cm water,76.8,20,163.2,93.84,81.6,Maintain 3-5cm water,Apply split N,65.28,37.54,32.64,Reduce water 2 days,Ensure moist soil,,80.5,Maintain 3-5cm,5093.4,2026-02-27,13.6,Store under shade
95,Dry Low,4.34,6.46,28.9,80.6,1802.9,13,Rotavator,729,Start irrigation after 3 days,235.3,19,520.8,260.4,260.4,Maintain 3-5cm water,Apply split N,208.32,104.16,104.16,Flood for 1 week,Maintain shallow flooding,Fipronil,86.4,Alternate wetting,4463.9,2026-02-23,13.0,Thresh immediately
96,Dry Low,2.28,6.29,31.8,79.3,1466.8,17,Chisel,752,Irrigate weekly,117.0,22,273.6,136.8,136.8,Alternate wetting,Thin seedlings,109.44,54.72,54.72,Flood for 1 week,Reduce water pre-flowering,Fipronil,82.2,Shallow water 3 days,4781.8,2026-02-20,13.7,Store under shade
97,Dry Low,1.75,6.31,31.5,88.0,1543.7,14,Chisel,517,Maintain 5cm water,103.3,21,210.0,105.0,105.0,Keep flooded,Apply split N,84.0,42.0,42.0,Reduce water 2 days,Reduce water pre-flowering,,81.8,Shallow water 3 days,5189.0,2026-02-27,15.9,Store under shade
98,Intermediate Low,1.16,4.94,28.0,78.4,2337.1,14,Chisel,693,Start irrigation after 3 days,66.0,21,139.2,83.52,69.6,Keep flooded,Thin seedlings,55.68,33.41,27.84,Maintain 5cm water,Ensure moist soil,Chlorpyrifos,80.9,Alternate wetting,4993.5,2026-02-27,15.4,Sun-dry 3 days
99,Dry Low,3.36,4.67,27.3,89.4,1392.0,12,Rotavator,796,Start irrigation after 3 days,191.0,20,403.2,241.92,201.6,Keep flooded,Increase spacing,161.28,96.77,80.64,Maintain 5cm water,Maintain shallow flooding,Chlorpyrifos,81.0,Shallow water 3 days,5975.6,2026-02-19,15.9,Thresh immediately
100,Dry Low,3.71,6.74,27.5,75.2,1673.8,16,Mouldboard,558,Start irrigation after 3 days,216.0,23,445.2,222.6,222.6,Alternate wetting,Apply split N,178.08,89.04,89.04,Reduce water 2 days,Reduce water pre-flowering,Chlorpyrifos,85.8,Maintain 3-5cm,4272.9,2026-02-21,14.5,Store under shade
101,Wet Low,3.61,5.5,27.7,80.6,978.1,16,Rotavator,605,Irrigate weekly,196.2,20,433.2,216.6,216.6,Maintain 3-5cm water,Thin seedlings,173.28,103.97,86.64,Flood for 1 week,Maintain shallow flooding,nan,89.1,Maintain 3-5cm,5156.7,2026-02-19,13.4,Sun-dry 3 days
102,Intermediate Low,2.3,6.64,27.3,82.6,1572.2,12,Chisel,713,Irrigate weekly,120.0,20,276.0,138.0,138.0,Maintain 3-5cm water,Apply split N,110.4,66.24,55.2,Flood for 1 week,Maintain shallow flooding,nan,81.4,Shallow water 3 days,4053.7,2026-02-20,15.1,Store under shade
103,Wet Low,3.36,5.9,31.5,79.8,1205.9,17,Mouldboard,780,Start irrigation after 3 days,193.1,19,403.2,241.92,201.6,Maintain 3-5cm water,Thin seedlings,161.28,96.77,80.64,Maintain 5cm water,Maintain shallow flooding,Fipronil,82.1,Maintain 3-5cm,5999.2,2026-02-21,14.3,Sun-dry 3 days
104,Wet Low,2.73,4.3,28.9,89.5,2220.5,16,Chisel,768,Start irrigation after 3 days,143.2,24,327.6,163.8,163.8,Maintain 3-5cm water,Thin seedlings,131.04,78.62,65.52,Reduce water 2 days,Ensure moist soil,nan,86.1,Shallow water 3 days,4067.2,2026-02-22,15.7,Thresh immediately
105,Intermediate Low,4.94,5.86,28.4,89.0,2132.7,16,Rotavator,710,Irrigate weekly,277.6,23,592.8,355.68,296.4,Keep flooded,Apply split N,237.12,142.27,118.56,Maintain 5cm water,Reduce water pre-flowering,nan,85.0,Alternate wetting,4790.3,2026-02-22,14.2,Sun-dry 3 days
106,Intermediate Low,1.6,5.13,30.6,88.1,2201.1,12,Rotavator,774,Maintain 5cm water,90.2,20,192.0,96.0,96.0,Maintain 3-5cm water,Apply split N,76.8,38.4,38.4,Maintain 5cm water,Maintain shallow flooding,nan,83.0,Alternate wetting,4210.2,2026-02-27,14.3,Store under shade
107,Wet Low,2.86,5.38,31.2,81.3,2030.1,16,Mouldboard,519,Start irrigation after 3 days,163.2,18,343.2,171.6,171.6,Maintain 3-5cm water,Apply split N,137.28,68.64,68.64,Reduce water 2 days,Ensure moist soil,nan,88.8,Shallow water 3 days,4193.9,2026-02-28,13.4,Thresh immediately
108,Dry Low,3.72,3.61,31.3,85.4,2215.6,12,Rotavator,479,Irrigate weekly,205.8,22,446.4,267.84,223.2,Alternate wetting,Thin seedlings,178.56,107.14,89.28,Flood for 1 week,Reduce water pre-flowering,Fipronil,89.0,Maintain 3-5cm,5587.1,2026-02-25,14.0,Store under shade
109,Wet Low,2.58,4.34,28.6,88.5,1141.4,14,Rotavator,441,Irrigate weekly,145.4,21,309.6,185.76,154.8,Keep flooded,Increase spacing,123.84,61.92,61.92,Flood for 1 week,Reduce water pre-flowering,Fipronil,82.9,Maintain 3-5cm,4851.9,2026-02-19,14.2,Store under shade
110,Wet Low,4.9,4.62,31.3,87.8,1568.5,15,Mouldboard,420,Irrigate weekly,263.7,22,588.0,352.8,294.0,Maintain 3-5cm water,Apply split N,235.2,117.6,117.6,Flood for 1 week,Reduce water pre-flowering,Fipronil,81.6,Alternate wetting,5602.3,2026-02-19,13.1,Sun-dry 3 days
111,Wet Low,3.89,6.35,27.2,81.2,1976.1,12,Mouldboard,409,Start irrigation after 3 days,219.7,18,466.8,280.08,233.4,Alternate wetting,Thin seedlings,186.72,93.36,93.36,Reduce water 2 days,Ensure moist soil,Fipronil,81.5,Maintain 3-5cm,4545.6,2026-02-27,14.3,Store under shade
112,Wet Low,3.63,3.55,27.2,76.7,1883.6,12,Chisel,712,Irrigate weekly,196.2,19,435.6,217.8,217.8,Maintain 3-5cm water,Thin seedlings,174.24,104.54,87.12,Reduce water 2 days,Maintain shallow flooding,Chlorpyrifos,84.8,Shallow water 3 days,4512.9,2026-02-20,14.0,Thresh immediately
113,Intermediate Low,4.03,5.14,30.1,76.1,2017.8,16,Mouldboard,552,Maintain 5cm water,231.4,18,483.6,241.8,241.8,Maintain 3-5cm water,Apply split N,193.44,96.72,96.72,Reduce water 2 days,Reduce water pre-flowering,nan,81.3,Alternate wetting,4502.5,2026-02-20,15.4,Thresh immediately
114,Wet Low,4.81,7.2,27.3,83.7,1181.2,12,Rotavator,711,Irrigate weekly,254.8,23,577.2,288.6,288.6,Maintain 3-5cm water,Increase spacing,230.88,115.44,115.44,Reduce water 2 days,Ensure moist soil,Fipronil,84.7,Maintain 3-5cm,5232.3,2026-02-21,13.3,Thresh immediately
115,Dry Low,4.63,3.95,28.6,84.6,967.3,17,Mouldboard,693,Start irrigation after 3 days,249.5,23,555.6,277.8,277.8,Maintain 3-5cm water,Apply split N,222.24,133.34,111.12,Reduce water 2 days,Reduce water pre-flowering,nan,84.6,Alternate wetting,5630.0,2026-02-28,15.3,Thresh immediately
116,Intermediate Low,3.9,5.57,30.4,87.7,2358.6,13,Rotavator,485,Maintain 5cm water,214.5,23,468.0,234.0,234.0,Maintain 3-5cm water,Apply split N,187.2,112.32,93.6,Maintain 5cm water,Ensure moist soil,Fipronil,88.8,Alternate wetting,4904.5,2026-02-23,15.1,Sun-dry 3 days
117,Dry Low,4.0,6.65,28.7,79.4,1752.3,13,Chisel,512,Maintain 5cm water,226.6,20,480.0,288.0,240.0,Alternate wetting,Increase spacing,192.0,115.2,96.0,Flood for 1 week,Maintain shallow flooding,nan,83.0,Maintain 3-5cm,4758.5,2026-02-24,13.7,Thresh immediately
118,Dry Low,1.58,7.27,27.9,77.5,1061.5,14,Mouldboard,588,Irrigate weekly,89.3,19,189.6,94.8,94.8,Maintain 3-5cm water,Apply split N,75.84,45.5,37.92,Reduce water 2 days,Maintain shallow flooding,Chlorpyrifos,85.6,Shallow water 3 days,5947.2,2026-02-27,13.2,Sun-dry 3 days
119,Dry Low,1.41,6.49,28.4,80.7,2148.8,12,Rotavator,511,Irrigate weekly,75.1,24,169.2,84.6,84.6,Alternate wetting,Apply split N,67.68,40.61,33.84,Flood for 1 week,Reduce water pre-flowering,Fipronil,87.4,Maintain 3-5cm,4233.5,2026-02-22,15.5,Store under shade
120,Dry Low,3.28,6.38,29.3,80.3,2355.4,17,Mouldboard,574,Maintain 5cm water,173.4,23,393.6,236.16,196.8,Maintain 3-5cm water,Increase spacing,157.44,78.72,78.72,Reduce water 2 days,Maintain shallow flooding,Chlorpyrifos,86.0,Maintain 3-5cm,4973.3,2026-02-24,13.7,Store under shade
121,Intermediate Low,1.07,6.81,29.4,77.0,1088.3,16,Mouldboard,709,Irrigate weekly,57.6,24,128.4,77.04,64.2,Alternate wetting,Thin seedlings,51.36,25.68,25.68,Flood for 1 week,Maintain shallow flooding,Chlorpyrifos,89.5,Maintain 3-5cm,4817.0,2026-02-27,13.4,Sun-dry 3 days
122,Intermediate Low,2.93,5.28,30.9,85.1,2189.6,16,Mouldboard,701,Start irrigation after 3 days,160.9,21,351.6,210.96,175.8,Keep flooded,Thin seedlings,140.64,70.32,70.32,Maintain 5cm water,Ensure moist soil,nan,86.0,Maintain 3-5cm,4196.3,2026-02-24,14.1,Store under shade
123,Dry Low,1.84,6.72,30.8,82.6,2386.5,15,Mouldboard,403,Maintain 5cm water,101.6,21,220.8,110.4,110.4,Maintain 3-5cm water,Thin seedlings,88.32,52.99,44.16,Flood for 1 week,Ensure moist soil,Fipronil,89.0,Maintain 3-5cm,4536.4,2026-02-22,14.2,Store under shade
124,Dry Low,2.38,3.53,29.3,85.8,2395.2,14,Chisel,621,Irrigate weekly,129.9,24,285.6,171.36,142.8,Keep flooded,Thin seedlings,114.24,57.12,57.12,Flood for 1 week,Reduce water pre-flowering,Chlorpyrifos,82.5,Maintain 3-5cm,4056.9,2026-02-19,14.0,Thresh immediately
125,Intermediate Low,4.1,7.2,31.2,80.3,2354.1,17,Rotavator,620,Maintain 5cm water,229.5,18,492.0,295.2,246.0,Keep flooded,Thin seedlings,196.8,118.08,98.4,Reduce water 2 days,Ensure moist soil,nan,85.6,Shallow water 3 days,5753.9,2026-02-27,15.9,Store under shade
126,Intermediate Low,4.76,5.27,27.6,79.9,1728.9,17,Mouldboard,570,Irrigate weekly,259.7,23,571.2,342.72,285.6,Keep flooded,Apply split N,228.48,114.24,114.24,Flood for 1 week,Maintain shallow flooding,nan,85.4,Alternate wetting,5215.7,2026-02-23,15.6,Store under shade
127,Intermediate Low,1.29,5.71,28.3,82.1,1405.6,16,Rotavator,717,Irrigate weekly,74.4,20,154.8,92.88,77.4,Maintain 3-5cm water,Increase spacing,61.92,30.96,30.96,Maintain 5cm water,Ensure moist soil,nan,89.9,Shallow water 3 days,5630.0,2026-02-23,15.6,Sun-dry 3 days
128,Wet Low,3.14,4.52,31.1,88.2,812.4,15,Chisel,612,Start irrigation after 3 days,168.2,21,376.8,226.08,188.4,Keep flooded,Thin seedlings,150.72,90.43,75.36,Maintain 5cm water,Maintain shallow flooding,Chlorpyrifos,82.0,Maintain 3-5cm,5043.1,2026-02-24,14.2,Thresh immediately
129,Wet Low,4.53,6.47,28.9,75.6,903.6,16,Rotavator,652,Irrigate weekly,252.6,22,543.6,271.8,271.8,Alternate wetting,Increase spacing,217.44,108.72,108.72,Maintain 5cm water,Reduce water pre-flowering,nan,81.4,Shallow water 3 days,5199.0,2026-02-20,15.9,Store under shade
130,Wet Low,1.33,3.81,31.9,87.1,1529.0,15,Rotavator,523,Irrigate weekly,74.0,19,159.6,79.8,79.8,Maintain 3-5cm water,Thin seedlings,63.84,31.92,31.92,Reduce water 2 days,Maintain shallow flooding,nan,86.1,Alternate wetting,5401.7,2026-02-26,15.1,Store under shade
131,Dry Low,4.3,6.99,29.3,80.5,1478.9,13,Chisel,527,Irrigate weekly,230.9,22,516.0,309.6,258.0,Keep flooded,Apply split N,206.4,123.84,103.2,Reduce water 2 days,Ensure moist soil,nan,82.2,Shallow water 3 days,5816.0,2026-02-20,15.5,Sun-dry 3 days
132,Wet Low,2.43,6.81,31.0,87.8,1114.0,17,Mouldboard,612,Start irrigation after 3 days,132.4,24,291.6,174.96,145.8,Maintain 3-5cm water,Thin seedlings,116.64,58.32,58.32,Reduce water 2 days,Ensure moist soil,Chlorpyrifos,86.4,Maintain 3-5cm,4183.5,2026-02-26,14.5,Store under shade
133,Dry Low,2.29,4.36,29.0,87.0,1472.3,13,Rotavator,511,Irrigate weekly,124.1,21,274.8,164.88,137.4,Keep flooded,Thin seedlings,109.92,54.96,54.96,Reduce water 2 days,Ensure moist soil,nan,89.7,Alternate wetting,4661.9,2026-02-22,13.5,Thresh immediately
134,Dry Low,4.91,6.74,29.1,80.2,1096.9,16,Rotavator,484,Irrigate weekly,260.4,21,589.2,353.52,294.6,Alternate wetting,Increase spacing,235.68,117.84,117.84,Reduce water 2 days,Ensure moist soil,Chlorpyrifos,89.5,Maintain 3-5cm,5418.1,2026-02-20,15.7,Thresh immediately
135,Wet Low,1.8,6.65,28.9,85.4,2242.9,14,Mouldboard,403,Irrigate weekly,98.8,18,216.0,129.6,108.0,Maintain 3-5cm water,Increase spacing,86.4,51.84,43.2,Maintain 5cm water,Reduce water pre-flowering,nan,82.3,Maintain 3-5cm,5916.7,2026-02-28,14.5,Thresh immediately
136,Dry Low,3.77,6.03,30.6,77.4,1306.9,12,Mouldboard,464,Maintain 5cm water,204.8,18,452.4,271.44,226.2,Maintain 3-5cm water,Apply split N,180.96,108.58,90.48,Flood for 1 week,Maintain shallow flooding,Chlorpyrifos,81.7,Alternate wetting,5961.6,2026-02-21,15.9,Sun-dry 3 days
137,Wet Low,4.29,4.99,29.7,88.4,1817.6,14,Rotavator,717,Start irrigation after 3 days,227.7,23,514.8,257.4,257.4,Keep flooded,Increase spacing,205.92,102.96,102.96,Maintain 5cm water,Ensure moist soil,Chlorpyrifos,85.6,Alternate wetting,5276.2,2026-02-25,13.8,Thresh immediately
138,Wet Low,1.16,4.59,31.7,81.1,1654.8,14,Chisel,745,Maintain 5cm water,63.5,24,139.2,83.52,69.6,Alternate wetting,Increase spacing,55.68,27.84,27.84,Reduce water 2 days,Maintain shallow flooding,Fipronil,85.9,Maintain 3-5cm,4387.2,2026-02-28,16.0,Thresh immediately
139,Intermediate Low,3.68,4.43,28.3,81.8,888.2,12,Mouldboard,519,Start irrigation after 3 days,200.7,19,441.6,264.96,220.8,Maintain 3-5cm water,Increase spacing,176.64,105.98,88.32,Maintain 5cm water,Reduce water pre-flowering,Fipronil,86.6,Shallow water 3 days,4238.4,2026-02-26,13.7,Thresh immediately
140,Wet Low,4.81,4.77,27.5,85.6,2401.8,17,Mouldboard,642,Start irrigation after 3 days,253.9,23,577.2,346.32,288.6,Keep flooded,Apply split N,230.88,138.53,115.44,Flood for 1 week,Maintain shallow flooding,Fipronil,87.4,Alternate wetting,5892.1,2026-02-26,14.1,Thresh immediately
141,Intermediate Low,1.5,7.11,29.0,87.3,1696.3,13,Chisel,785,Maintain 5cm water,79.2,18,180.0,108.0,90.0,Alternate wetting,Apply split N,72.0,43.2,36.0,Reduce water 2 days,Ensure moist soil,Chlorpyrifos,86.0,Shallow water 3 days,4867.9,2026-02-22,14.8,Thresh immediately
142,Wet Low,4.58,3.81,30.1,78.5,1352.6,13,Rotavator,536,Start irrigation after 3 days,256.0,20,549.6,274.8,274.8,Alternate wetting,Apply split N,219.84,109.92,109.92,Maintain 5cm water,Maintain shallow flooding,nan,81.1,Shallow water 3 days,4389.6,2026-02-26,15.1,Thresh immediately
143,Wet Low,3.38,6.82,31.3,84.9,1068.8,17,Mouldboard,646,Start irrigation after 3 days,190.1,19,405.6,243.36,202.8,Alternate wetting,Increase spacing,162.24,81.12,81.12,Maintain 5cm water,Ensure moist soil,nan,87.9,Alternate wetting,5867.8,2026-02-21,15.2,Sun-dry 3 days
144,Intermediate Low,3.47,4.9,28.7,80.9,1375.5,12,Rotavator,444,Maintain 5cm water,200.0,20,416.4,208.2,208.2,Alternate wetting,Increase spacing,166.56,99.94,83.28,Flood for 1 week,Ensure moist soil,Chlorpyrifos,80.8,Shallow water 3 days,4209.0,2026-02-21,14.4,Thresh immediately
145,Intermediate Low,3.45,5.59,30.3,80.5,834.9,15,Rotavator,545,Irrigate weekly,181.2,23,414.0,248.4,207.0,Maintain 3-5cm water,Apply split N,165.6,99.36,82.8,Reduce water 2 days,Reduce water pre-flowering,nan,80.2,Alternate wetting,5459.1,2026-02-28,13.2,Store under shade
146,Wet Low,2.2,6.68,28.8,85.4,1418.0,14,Rotavator,767,Start irrigation after 3 days,116.0,18,264.0,158.4,132.0,Maintain 3-5cm water,Increase spacing,105.6,52.8,52.8,Reduce water 2 days,Reduce water pre-flowering,Chlorpyrifos,87.7,Alternate wetting,5250.5,2026-02-26,14.5,Sun-dry 3 days
147,Dry Low,4.74,7.04,30.1,80.8,1703.5,16,Chisel,575,Maintain 5cm water,248.0,19,568.8,341.28,284.4,Alternate wetting,Increase spacing,227.52,136.51,113.76,Flood for 1 week,Maintain shallow flooding,nan,85.5,Alternate wetting,4175.5,2026-02-25,14.0,Store under shade
148,Intermediate Low,4.79,4.88,31.4,80.2,2282.2,13,Rotavator,441,Start irrigation after 3 days,264.4,23,574.8,344.88,287.4,Keep flooded,Thin seedlings,229.92,114.96,114.96,Flood for 1 week,Maintain shallow flooding,Chlorpyrifos,87.0,Alternate wetting,4677.5,2026-02-26,15.0,Store under shade
149,Dry Low,3.5,5.35,28.2,87.5,1968.5,17,Rotavator,696,Maintain 5cm water,195.1,21,420.0,210.0,210.0,Keep flooded,Apply split N,168.0,100.8,84.0,Flood for 1 week,Ensure moist soil,Fipronil,83.8,Shallow water 3 days,4299.9,2026-02-19,13.5,Thresh immediately
150,Dry Low,4.13,5.16,29.0,76.5,989.7,16,Mouldboard,488,Irrigate weekly,224.8,23,495.6,297.36,247.8,Alternate wetting,Apply split N,198.24,118.94,99.12,Flood for 1 week,Ensure moist soil,Fipronil,80.1,Shallow water 3 days,5209.0,2026-02-27,14.2,Store under shade
151,Dry Low,3.45,3.55,32.0,85.1,1051.2,12,Mouldboard,617,Start irrigation after 3 days,195.9,24,414.0,207.0,207.0,Alternate wetting,Increase spacing,165.6,82.8,82.8,Reduce water 2 days,Ensure moist soil,nan,83.3,Alternate wetting,4954.2,2026-02-24,15.9,Store under shade
152,Intermediate Low,2.94,4.68,31.3,78.7,1527.8,16,Chisel,627,Irrigate weekly,165.0,22,352.8,176.4,176.4,Keep flooded,Increase spacing,141.12,84.67,70.56,Reduce water 2 days,Ensure moist soil,nan,86.1,Alternate wetting,4008.6,2026-02-26,13.3,Store under shade
153,Dry Low,3.64,5.34,29.8,75.2,1132.7,16,Chisel,697,Irrigate weekly,210.8,21,436.8,262.08,218.4,Alternate wetting,Thin seedlings,174.72,104.83,87.36,Maintain 5cm water,Reduce water pre-flowering,nan,82.3,Alternate wetting,5951.4,2026-02-28,14.8,Thresh immediately
154,Intermediate Low,3.21,5.14,29.6,77.5,847.3,14,Mouldboard,690,Maintain 5cm water,169.6,20,385.2,192.6,192.6,Alternate wetting,Apply split N,154.08,77.04,77.04,Maintain 5cm water,Ensure moist soil,nan,86.9,Alternate wetting,4699.2,2026-02-28,13.3,Thresh immediately
155,Dry Low,3.39,6.39,28.4,84.1,2168.5,12,Mouldboard,466,Start irrigation after 3 days,177.5,21,406.8,203.4,203.4,Maintain 3-5cm water,Apply split N,162.72,81.36,81.36,Maintain 5cm water,Reduce water pre-flowering,Fipronil,87.9,Maintain 3-5cm,4516.4,2026-02-19,13.5,Thresh immediately
156,Wet Low,4.14,5.04,29.6,85.6,833.2,16,Chisel,650,Start irrigation after 3 days,222.1,23,496.8,298.08,248.4,Maintain 3-5cm water,Increase spacing,198.72,99.36,99.36,Reduce water 2 days,Maintain shallow flooding,Fipronil,84.5,Shallow water 3 days,4444.9,2026-02-28,14.8,Sun-dry 3 days
157,Wet Low,2.92,5.46,31.2,75.3,2212.2,13,Rotavator,440,Start irrigation after 3 days,152.2,21,350.4,210.24,175.2,Alternate wetting,Apply split N,140.16,70.08,70.08,Reduce water 2 days,Maintain shallow flooding,Chlorpyrifos,88.8,Shallow water 3 days,4317.6,2026-02-27,14.3,Thresh immediately
158,Intermediate Low,1.16,5.22,30.4,75.5,1045.0,12,Chisel,498,Start irrigation after 3 days,66.8,22,139.2,83.52,69.6,Alternate wetting,Increase spacing,55.68,27.84,27.84,Reduce water 2 days,Reduce water pre-flowering,nan,88.5,Alternate wetting,5998.3,2026-02-28,14.6,Thresh immediately
159,Wet Low,1.66,6.46,28.5,88.5,2457.0,13,Rotavator,705,Start irrigation after 3 days,89.3,24,199.2,119.52,99.6,Maintain 3-5cm water,Thin seedlings,79.68,47.81,39.84,Maintain 5cm water,Ensure moist soil,Fipronil,88.8,Maintain 3-5cm,4590.2,2026-02-23,15.6,Store under shade
160,Wet Low,2.75,6.95,28.0,76.1,1826.6,17,Mouldboard,759,Maintain 5cm water,152.1,23,330.0,198.0,165.0,Alternate wetting,Increase spacing,132.0,79.2,66.0,Flood for 1 week,Maintain shallow flooding,Chlorpyrifos,86.6,Maintain 3-5cm,4811.0,2026-02-22,15.5,Thresh immediately
161,Dry Low,3.9,5.63,28.3,88.4,2049.5,17,Mouldboard,741,Start irrigation after 3 days,210.2,22,468.0,280.8,234.0,Maintain 3-5cm water,Thin seedlings,187.2,93.6,93.6,Flood for 1 week,Reduce water pre-flowering,Chlorpyrifos,83.0,Maintain 3-5cm,5742.7,2026-02-26,15.7,Store under shade
162,Intermediate Low,3.37,6.66,27.8,78.4,987.8,15,Mouldboard,478,Irrigate weekly,180.2,21,404.4,202.2,202.2,Maintain 3-5cm water,Increase spacing,161.76,80.88,80.88,Flood for 1 week,Maintain shallow flooding,Chlorpyrifos,84.8,Alternate wetting,5283.8,2026-02-28,14.8,Thresh immediately
163,Dry Low,3.6,4.69,27.5,86.1,2265.6,17,Rotavator,700,Irrigate weekly,190.5,22,432.0,259.2,216.0,Keep flooded,Thin seedlings,172.8,103.68,86.4,Flood for 1 week,Ensure moist soil,Fipronil,87.1,Maintain 3-5cm,4737.4,2026-02-21,14.5,Thresh immediately
164,Dry Low,2.92,5.67,29.1,79.6,2226.6,16,Chisel,598,Start irrigation after 3 days,157.5,21,350.4,175.2,175.2,Maintain 3-5cm water,Thin seedlings,140.16,70.08,70.08,Flood for 1 week,Reduce water pre-flowering,Chlorpyrifos,82.1,Alternate wetting,5796.7,2026-02-21,14.4,Thresh immediately
165,Dry Low,3.46,4.88,27.6,87.9,1910.1,12,Rotavator,546,Maintain 5cm water,192.7,19,415.2,249.12,207.6,Keep flooded,Apply split N,166.08,83.04,83.04,Reduce water 2 days,Maintain shallow flooding,nan,87.4,Maintain 3-5cm,5499.4,2026-02-26,15.2,Thresh immediately
